date,product,sales_amount,quantity,region,total_revenue
2024-03-10,Headphones,422.4067324849442,3,East,1267.2201974548325
2024-03-11,Headphones,711.402116027837,1,East,711.402116027837
2024-03-12,Headphones,844.8347185428875,4,North,3379.33887417155
2024-03-13,Headphones,445.57421593405115,2,West,891.1484318681023
2024-03-14,Tablet,433.1746217898842,2,East,866.3492435797684
2024-03-15,Tablet,718.0076715676552,3,East,2154.0230147029656
2024-03-16,Laptop,736.9358218596069,8,East,5895.486574876855
2024-03-17,Headphones,421.5709959270098,8,East,3372.5679674160783
2024-03-18,Laptop,436.9719774356214,7,South,3058.80384204935
2024-03-19,Headphones,457.73230867092394,6,West,2746.3938520255438
2024-03-20,Headphones,298.33242334485846,9,North,2684.991810103726
2024-03-21,Tablet,362.20220802737026,4,North,1448.808832109481
2024-03-22,Tablet,349.37888498718985,1,South,349.37888498718985
2024-03-23,Phone,384.83036523438074,8,West,3078.642921875046
2024-03-24,Tablet,494.7972668919828,7,East,3463.5808682438796
2024-03-25,Phone,535.1322098804781,7,South,3745.9254691633464
2024-03-26,Phone,732.5750739221115,3,West,2197.7252217663345
2024-03-27,Phone,350.24689388918137,4,East,1400.9875755567255
2024-03-28,Phone,647.6483597714875,9,South,5828.835237943388
2024-03-29,Phone,467.90167336617367,6,West,2807.410040197042
2024-03-30,Laptop,492.5804435521351,5,North,2462.9022177606753
2024-03-31,Tablet,601.2229238249905,3,North,1803.6687714749714
2024-04-01,Phone,331.59169676565523,9,West,2984.325270890897
2024-04-02,Headphones,557.3614619276076,5,North,2786.807309638038
2024-04-03,Tablet,524.9678312319584,5,West,2624.839156159792
2024-04-04,Tablet,573.8676896012223,4,East,2295.4707584048892
2024-04-05,Phone,543.3752965861727,4,West,2173.5011863446907
2024-04-06,Laptop,868.2950209866342,1,East,868.2950209866342
2024-04-07,Phone,404.3390023623026,7,South,2830.3730165361185
2024-04-08,Laptop,420.35045674972736,9,West,3783.1541107475464
2024-04-09,Headphones,406.52892103628534,3,South,1219.586763108856
2024-04-10,Tablet,416.6784321259618,2,North,833.3568642519236
2024-04-11,Headphones,404.39193090402233,3,East,1213.175792712067
2024-04-12,Laptop,678.3524796661328,1,West,678.3524796661328
2024-04-13,Laptop,713.0756371984783,6,South,4278.45382319087
2024-04-14,Headphones,414.38805593757854,7,East,2900.71639156305
2024-04-15,Laptop,375.1466640343657,2,East,750.2933280687314
2024-04-16,Headphones,570.7123334579607,8,North,4565.698667663685
2024-04-17,Tablet,417.1665433578543,6,North,2502.999260147126
2024-04-18,Headphones,594.9397726633266,4,East,2379.7590906533064
2024-04-19,Tablet,530.438453127695,5,East,2652.192265638475
2024-04-20,Headphones,272.6383827504152,8,West,2181.1070620033215
2024-04-21,Laptop,732.1257801995092,3,East,2196.3773405985276
2024-04-22,Headphones,769.3816509643282,3,West,2308.1449528929843
2024-04-23,Laptop,408.0816964273421,4,East,1632.3267857093683
2024-04-24,Headphones,441.8447660096024,1,North,441.8447660096024
2024-04-25,Headphones,542.8798086087357,9,West,4885.918277478621
2024-04-26,Phone,550.1685184980538,8,South,4401.34814798443
2024-04-27,Laptop,598.7816409009246,8,North,4790.253127207397
2024-04-28,Phone,801.5306808149525,6,West,4809.1840848897145
2024-04-29,Laptop,473.4579158758926,7,West,3314.205411131248
2024-04-30,Phone,380.25541331923193,6,South,2281.5324799153914
2024-05-01,Tablet,293.10211579782094,9,West,2637.9190421803887
2024-05-02,Headphones,390.3604940087121,3,East,1171.0814820261364
2024-05-03,Laptop,495.03095406893044,3,South,1485.0928622067913
2024-05-04,Laptop,769.1836795276681,3,North,2307.5510385830044
2024-05-05,Headphones,422.3583051445743,3,North,1267.0749154337227
2024-05-06,Laptop,533.5681927458347,9,East,4802.113734712512
2024-05-07,Laptop,497.53656558908716,4,North,1990.1462623563486
2024-05-08,Phone,678.2589910172126,7,West,4747.812937120488
2024-05-09,Laptop,879.0398638810432,9,West,7911.358774929388
2024-05-10,Tablet,420.3696840619519,7,East,2942.5877884336633
2024-05-11,Tablet,426.5840836222667,9,North,3839.2567526004004
2024-05-12,Headphones,656.6241315603609,3,North,1969.8723946810826
2024-05-13,Laptop,602.2837234439467,4,East,2409.1348937757866
2024-05-14,Headphones,777.006098860405,8,South,6216.04879088324
2024-05-15,Tablet,587.5892277988946,6,North,3525.5353667933678
2024-05-16,Laptop,446.1061863819411,5,South,2230.5309319097055
2024-05-17,Laptop,588.5982246038463,4,North,2354.3928984153854
2024-05-18,Headphones,666.3055370874362,8,North,5330.444296699489
2024-05-19,Tablet,623.0723271796046,1,North,623.0723271796046
2024-05-20,Laptop,576.0911046660947,9,North,5184.819941994852
2024-05-21,Headphones,660.0012034383731,1,West,660.0012034383731
2024-05-22,Tablet,675.3943385668509,8,South,5403.1547085348075
2024-05-23,Headphones,707.323848655629,4,South,2829.295394622516
2024-05-24,Phone,597.3064831384464,9,North,5375.758348246018
2024-05-25,Laptop,474.9322879524718,5,North,2374.661439762359
2024-05-26,Phone,522.0070529649985,3,South,1566.0211588949956
2024-05-27,Tablet,680.9763449762536,9,West,6128.787104786283
2024-05-28,Phone,377.4596493519146,9,East,3397.1368441672316
2024-05-29,Phone,555.3009963309352,4,East,2221.2039853237407
2024-05-30,Tablet,440.9991781508959,4,South,1763.9967126035835
2024-05-31,Headphones,504.31172344022264,8,North,4034.493787521781
2024-06-01,Phone,691.7677793910948,2,North,1383.5355587821896
2024-06-02,Headphones,528.6648602029856,9,West,4757.98374182687
2024-06-03,Phone,506.9654822234223,6,East,3041.7928933405337
2024-06-04,Headphones,296.0215788530121,9,West,2664.194209677109
2024-06-05,Tablet,611.9380349040831,8,East,4895.504279232665
2024-06-06,Phone,596.8226271711613,7,South,4177.75839019813
2024-06-07,Tablet,824.488208495819,1,East,824.488208495819
2024-06-08,Phone,453.83326475704985,3,West,1361.4997942711495
2024-06-09,Tablet,532.8725491495909,2,West,1065.7450982991818
2024-06-10,Tablet,537.4075525566133,5,West,2687.0377627830662
2024-06-11,Phone,736.6179919645211,5,South,3683.0899598226056
2024-06-12,Phone,485.70567014195717,5,East,2428.5283507097856
2024-06-13,Phone,541.8532288655509,4,East,2167.4129154622037
2024-06-14,Laptop,591.1844764574809,5,West,2955.922382287404
2024-06-15,Headphones,527.9913684734537,3,East,1583.974105420361
2024-06-16,Laptop,433.0349578174208,1,North,433.0349578174208
2024-06-17,Laptop,529.1134989347462,5,North,2645.567494673731
2024-06-18,Tablet,661.0447624789658,9,North,5949.402862310692
2024-06-19,Phone,346.02270508834096,9,East,3114.2043457950685
2024-06-20,Headphones,519.9454511220314,4,South,2079.7818044881255
2024-06-21,Tablet,394.981877759124,3,South,1184.945633277372
2024-06-22,Laptop,679.2569943387264,1,South,679.2569943387264
2024-06-23,Phone,271.5219642824338,2,South,543.0439285648677
2024-06-24,Tablet,416.16172290926175,8,North,3329.293783274094
2024-06-25,Phone,556.5817812596781,1,North,556.5817812596781
2024-06-26,Tablet,734.828604385151,8,West,5878.628835081208
2024-06-27,Phone,490.1374608390518,7,East,3430.9622258733625
2024-06-28,Laptop,416.72007099602024,8,East,3333.760567968162
2024-06-29,Headphones,782.1735604160885,6,South,4693.041362496531
2024-06-30,Laptop,282.7979149375634,9,North,2545.1812344380705
2024-07-01,Headphones,170.1791065069877,3,South,510.5373195209631
2024-07-02,Phone,566.0021675079998,4,West,2264.0086700319994
2024-07-03,Tablet,424.6918663471083,6,East,2548.15119808265
2024-07-04,Laptop,346.815077430393,8,East,2774.520619443144
2024-07-05,Headphones,606.253467094903,5,South,3031.267335474515
2024-07-06,Laptop,536.5701070656798,3,West,1609.7103211970395
2024-07-07,Headphones,415.38820538949074,6,East,2492.329232336944
2024-07-08,Laptop,307.95434019936584,4,West,1231.8173607974634
2024-07-09,Headphones,630.8685992420217,9,West,5677.817393178195
2024-07-10,Headphones,597.5301766937991,3,South,1792.5905300813974
2024-07-11,Phone,485.1236204330926,4,North,1940.4944817323703
2024-07-12,Headphones,776.9955494071498,7,South,5438.968845850049
2024-07-13,Phone,339.48728505107715,7,North,2376.41099535754
2024-07-14,Headphones,271.1712243612892,4,West,1084.6848974451568
2024-07-15,Tablet,396.2137895178133,6,North,2377.2827371068797
2024-07-16,Tablet,493.16209754667534,3,West,1479.486292640026
2024-07-17,Tablet,536.5009173984038,6,East,3219.0055043904226
2024-07-18,Headphones,463.8145913215505,2,East,927.629182643101
2024-07-19,Phone,552.8083094771446,8,East,4422.466475817157
2024-07-20,Phone,312.2690863714334,2,South,624.5381727428668
2024-07-21,Headphones,716.5646906109889,7,South,5015.952834276923
2024-07-22,Tablet,487.67732324111466,9,West,4389.0959091700315
2024-07-23,Tablet,667.5943747382191,1,East,667.5943747382191
2024-07-24,Phone,551.4088019566557,8,South,4411.270415653245
2024-07-25,Tablet,568.5129828730676,7,East,3979.590880111473
2024-07-26,Laptop,585.4650920348306,6,South,3512.7905522089836
2024-07-27,Phone,567.1562840025972,6,North,3402.937704015583
2024-07-28,Tablet,596.4084139801316,6,North,3578.4504838807898
2024-07-29,Phone,699.3728795198647,9,East,6294.355915678782
2024-07-30,Laptop,529.4781754552205,2,West,1058.956350910441
2024-07-31,Phone,606.3505636382769,1,South,606.3505636382769
2024-08-01,Phone,486.53964585691597,6,South,2919.237875141496
2024-08-02,Phone,716.0175823174209,8,North,5728.140658539367
2024-08-03,Phone,398.54115469110957,3,North,1195.6234640733287
2024-08-04,Laptop,770.1410649366223,1,West,770.1410649366223
2024-08-05,Headphones,493.97630740334847,9,West,4445.786766630136
2024-08-06,Phone,285.3837346822928,1,West,285.3837346822928
2024-08-07,Phone,519.2156622366184,3,East,1557.6469867098554
2024-08-08,Tablet,397.84225137876786,8,North,3182.738011030143
2024-08-09,Phone,626.0965323483086,3,East,1878.2895970449258
2024-08-10,Tablet,402.10640310464134,4,North,1608.4256124185654
2024-08-11,Headphones,433.07248501778304,8,North,3464.5798801422643
2024-08-12,Laptop,216.56889035817034,1,South,216.56889035817034
2024-08-13,Laptop,432.1540521126385,6,North,2592.924312675831
2024-08-14,Headphones,136.41810100565652,1,North,136.41810100565652
2024-08-15,Laptop,262.4145764771415,1,East,262.4145764771415
2024-08-16,Headphones,614.0621984216446,8,North,4912.497587373156
2024-08-17,Headphones,617.8700237976249,4,East,2471.4800951904995
2024-08-18,Headphones,563.8186342677448,1,West,563.8186342677448
2024-08-19,Laptop,354.9535785306181,7,North,2484.6750497143266
2024-08-20,Tablet,492.843296578703,5,North,2464.216482893515
2024-08-21,Headphones,499.45961913641474,5,East,2497.298095682074
2024-08-22,Phone,326.2452966211186,1,West,326.2452966211186
2024-08-23,Laptop,725.5097452650725,6,South,4353.058471590435
2024-08-24,Headphones,631.6043435863508,9,West,5684.439092277156
2024-08-25,Headphones,466.8553739255504,9,East,4201.698365329954
2024-08-26,Phone,504.0328758491796,8,West,4032.263006793437
2024-08-27,Tablet,531.2574211921328,5,East,2656.287105960664
2024-08-28,Tablet,193.73976973635638,1,East,193.73976973635638
2024-08-29,Tablet,462.92339262191047,9,South,4166.310533597194
2024-08-30,Headphones,397.7023628003302,1,North,397.7023628003302
2024-08-31,Headphones,349.7569985157627,8,East,2798.0559881261015
2024-09-01,Headphones,457.83495606710676,5,East,2289.174780335534
2024-09-02,Laptop,769.6529790274284,3,South,2308.958937082285
2024-09-03,Phone,596.1264291900515,7,East,4172.88500433036
2024-09-04,Headphones,414.3231515325805,7,North,2900.2620607280633
2024-09-05,Phone,585.8874172034238,9,South,5272.986754830814
2024-09-06,Phone,709.9033154879003,7,North,4969.323208415302
2024-09-07,Tablet,638.6950524369154,3,North,1916.0851573107461
2024-09-08,Laptop,508.94455548802614,1,South,508.94455548802614
2024-09-09,Headphones,402.9594833441639,8,East,3223.6758667533113
2024-09-10,Tablet,604.7334970420385,3,North,1814.2004911261156
2024-09-11,Tablet,559.0228078132625,8,North,4472.1824625061
2024-09-12,Headphones,634.2789830041598,8,North,5074.231864033279
2024-09-13,Phone,595.2757702522954,5,North,2976.378851261477
2024-09-14,Tablet,657.4329072979003,1,South,657.4329072979003
2024-09-15,Phone,419.7147182659148,7,South,2938.003027861404
2024-09-16,Laptop,697.6091098451489,5,West,3488.0455492257443
2024-09-17,Phone,529.6399407038599,8,West,4237.119525630879
2024-09-18,Laptop,811.2891308937899,9,North,7301.602178044109
2024-09-19,Phone,396.62182728656484,7,East,2776.352791005954
2024-09-20,Tablet,760.3945704747874,7,North,5322.761993323512
2024-09-21,Tablet,529.6866175193971,1,East,529.6866175193971
2024-09-22,Laptop,402.2872994578328,4,North,1609.149197831331
2024-09-23,Headphones,427.41712489185176,2,West,854.8342497837035
2024-09-24,Laptop,451.94790377085195,2,West,903.8958075417039
2024-09-25,Laptop,563.6248919602874,2,East,1127.2497839205748
2024-09-26,Phone,578.425323205325,4,North,2313.7012928213
2024-09-27,Phone,413.94499940921315,1,East,413.94499940921315
2024-09-28,Laptop,496.34681116085255,4,West,1985.3872446434102
2024-09-29,Tablet,821.3405537917795,2,North,1642.681107583559
2024-09-30,Phone,759.1314755151068,5,North,3795.657377575534
2024-10-01,Headphones,565.4485504511048,3,East,1696.3456513533142
2024-10-02,Phone,505.70052172523003,8,South,4045.6041738018403
2024-10-03,Phone,518.0046990077392,4,East,2072.0187960309568
2024-10-04,Headphones,592.0276959095625,1,West,592.0276959095625
2024-10-05,Laptop,346.58111522023916,1,West,346.58111522023916
2024-10-06,Headphones,461.3935193864982,3,West,1384.1805581594947
2024-10-07,Laptop,249.71238891836157,9,West,2247.4115002652543
2024-10-08,Laptop,559.8834683907919,7,West,3919.1842787355436
2024-10-09,Laptop,597.0793909554111,2,South,1194.1587819108222
2024-10-10,Headphones,427.5220306550939,9,North,3847.6982758958447
2024-10-11,Laptop,736.0980144935049,2,East,1472.1960289870099
2024-10-12,Tablet,316.1351505496488,3,East,948.4054516489464
2024-10-13,Headphones,280.343767968527,2,West,560.687535937054
2024-10-14,Tablet,533.6677727839958,3,East,1601.0033183519874
2024-10-15,Laptop,657.0647453918232,6,West,3942.388472350939
2024-10-16,Phone,752.5891537186803,9,South,6773.302383468123
2024-10-17,Laptop,431.16736056965897,9,South,3880.5062451269305
2024-10-18,Tablet,661.8021250146944,7,North,4632.614875102861
2024-10-19,Tablet,494.2237295748939,3,South,1482.6711887246818
2024-10-20,Headphones,474.1059050088771,4,South,1896.4236200355083
2024-10-21,Phone,632.5489906230009,6,North,3795.2939437380055
2024-10-22,Headphones,597.848431762013,5,East,2989.242158810065
2024-10-23,Tablet,263.5411764523626,2,West,527.0823529047252
2024-10-24,Laptop,721.4810524588844,6,West,4328.886314753307
2024-10-25,Phone,707.0137031221177,3,East,2121.0411093663533
2024-10-26,Laptop,406.1655947735706,8,North,3249.324758188565
2024-10-27,Laptop,559.3705300156114,2,East,1118.7410600312228
2024-10-28,Phone,574.1045279424109,1,South,574.1045279424109
2024-10-29,Headphones,539.1010648735861,9,North,4851.909583862275
2024-10-30,Laptop,417.454226923187,3,North,1252.362680769561
2024-10-31,Tablet,399.25649480929224,1,North,399.25649480929224
2024-11-01,Laptop,496.1668893512832,7,West,3473.1682254589823
2024-11-02,Phone,675.9093528889047,5,East,3379.5467644445234
2024-11-03,Phone,581.5400231891649,5,North,2907.7001159458246
2024-11-04,Phone,444.40785018708414,1,North,444.40785018708414
2024-11-05,Headphones,615.7548065972517,9,North,5541.793259375265
2024-11-06,Laptop,72.71860690548868,7,East,509.0302483384208
2024-11-07,Headphones,672.3148550558155,8,West,5378.518840446524
2024-11-08,Headphones,239.04293318328507,9,South,2151.3863986495658
2024-11-09,Phone,445.63385878953017,6,West,2673.803152737181
2024-11-10,Phone,332.04951580607843,5,North,1660.2475790303922
2024-11-11,Headphones,305.79777864186417,6,West,1834.786671851185
2024-11-12,Laptop,674.124018106778,2,West,1348.248036213556
2024-11-13,Tablet,429.8448198032163,4,South,1719.3792792128652
2024-11-14,Headphones,551.9755822596073,3,East,1655.926746778822
2024-11-15,Laptop,492.9619131681224,7,East,3450.733392176857
2024-11-16,Phone,571.5561240834683,9,West,5144.005116751215
2024-11-17,Phone,511.5232836590383,5,West,2557.6164182951916
2024-11-18,Laptop,307.55116637171454,6,East,1845.3069982302873
2024-11-19,Tablet,649.440022917071,2,East,1298.880045834142
2024-11-20,Phone,425.9365125258031,3,South,1277.8095375774092
2024-11-21,Phone,266.51271520103734,3,North,799.5381456031121
2024-11-22,Phone,435.78272585511314,9,West,3922.0445326960185
2024-11-23,Laptop,725.1139685951466,7,East,5075.797780166026
2024-11-24,Headphones,627.533261317024,8,West,5020.266090536192
2024-11-25,Phone,447.7021798388211,9,West,4029.31961854939
2024-11-26,Headphones,447.6113443522357,6,East,2685.668066113414
2024-11-27,Tablet,451.7547423173926,4,South,1807.0189692695703
2024-11-28,Phone,811.5121975341261,1,West,811.5121975341261
2024-11-29,Phone,557.2903178347331,8,South,4458.3225426778645
2024-11-30,Tablet,564.5062470786604,7,East,3951.5437295506226
2024-12-01,Phone,654.5425181047763,2,North,1309.0850362095525
2024-12-02,Headphones,535.818373853977,8,North,4286.546990831816
2024-12-03,Laptop,461.14367812689454,5,West,2305.7183906344726
2024-12-04,Headphones,470.5475226372533,7,East,3293.832658460773
2024-12-05,Laptop,489.2598110878904,4,South,1957.0392443515616
2024-12-06,Laptop,494.41666452352376,5,West,2472.0833226176187
2024-12-07,Headphones,609.1444315455469,8,East,4873.155452364375
2024-12-08,Headphones,507.7918828710949,1,East,507.7918828710949
2024-12-09,Headphones,609.8960115823369,1,South,609.8960115823369
2024-12-10,Headphones,487.89251298371266,4,West,1951.5700519348507
2024-12-11,Tablet,511.7952785474136,3,East,1535.3858356422409
2024-12-12,Phone,200.26989732018387,2,East,400.53979464036775
2024-12-13,Laptop,637.4491512053722,3,East,1912.3474536161166
2024-12-14,Headphones,551.9732713846989,1,South,551.9732713846989
2024-12-15,Headphones,649.7015164789478,1,West,649.7015164789478
2024-12-16,Headphones,65.56169327094659,6,West,393.37015962567955
2024-12-17,Tablet,813.2562057171092,5,West,4066.2810285855458
2024-12-18,Headphones,479.06155577672394,8,West,3832.4924462137915
2024-12-19,Headphones,666.2274225106274,2,North,1332.4548450212549
2024-12-20,Headphones,344.01411093117036,4,North,1376.0564437246815
2024-12-21,Phone,591.9160857593854,8,West,4735.328686075083
2024-12-22,Tablet,341.9876655239516,6,South,2051.9259931437095
2024-12-23,Headphones,406.43465589562925,1,North,406.43465589562925
2024-12-24,Laptop,787.104703080018,4,East,3148.418812320072
2024-12-25,Laptop,471.397639885498,1,North,471.397639885498
2024-12-26,Laptop,532.6149309769585,2,East,1065.229861953917
2024-12-27,Tablet,630.5101596033131,5,West,3152.5507980165658
2024-12-28,Tablet,574.3522831958907,8,North,4594.818265567125
2024-12-29,Laptop,522.5628357715365,8,South,4180.502686172292
2024-12-30,Headphones,554.7441503699338,3,North,1664.2324511098013
2024-12-31,Tablet,860.5123377857412,4,North,3442.049351142965
2025-01-01,Laptop,491.3571804449622,6,North,2948.1430826697733
2025-01-02,Laptop,530.1648570072451,3,West,1590.4945710217353
2025-01-03,Headphones,657.5981594011419,2,South,1315.1963188022837
2025-01-04,Phone,665.8288899436976,6,North,3994.973339662186
2025-01-05,Tablet,678.0545458340571,5,South,3390.2727291702854
2025-01-06,Headphones,595.8095333043777,5,West,2979.0476665218885
2025-01-07,Laptop,328.5492630904275,5,East,1642.7463154521374
2025-01-08,Laptop,745.0147298451644,5,North,3725.073649225822
2025-01-09,Headphones,328.04819104719684,3,South,984.1445731415905
2025-01-10,Tablet,545.395319785855,7,South,3817.767238500985
2025-01-11,Phone,386.8586224970963,6,West,2321.1517349825776
2025-01-12,Phone,490.3792480110511,4,North,1961.5169920442045
2025-01-13,Laptop,549.314361545522,2,East,1098.628723091044
2025-01-14,Tablet,548.203582317541,9,South,4933.832240857869
2025-01-15,Phone,563.2881131352927,1,North,563.2881131352927
2025-01-16,Tablet,742.056690358797,4,East,2968.226761435188
2025-01-17,Tablet,568.030145227097,1,South,568.030145227097
2025-01-18,Laptop,463.37650470640267,6,South,2780.2590282384162
2025-01-19,Phone,644.6130752432537,4,East,2578.4523009730146
2025-01-20,Headphones,678.420573338696,5,East,3392.1028666934803
2025-01-21,Laptop,315.85882772945115,5,West,1579.2941386472557
2025-01-22,Phone,589.6100104774787,9,North,5306.490094297308
2025-01-23,Phone,605.1759113466347,1,North,605.1759113466347
2025-01-24,Phone,455.3654744960012,2,West,910.7309489920024
2025-01-25,Phone,706.3560219967429,6,South,4238.136131980457
2025-01-26,Phone,477.491661945121,5,East,2387.458309725605
2025-01-27,Tablet,518.8364680207313,7,East,3631.855276145119
2025-01-28,Laptop,474.0392263574196,3,East,1422.1176790722589
2025-01-29,Tablet,502.33685713722014,3,South,1507.0105714116603
2025-01-30,Headphones,335.55873696571973,2,East,671.1174739314395
2025-01-31,Phone,283.9923676108558,3,East,851.9771028325674
2025-02-01,Laptop,739.1757594837459,1,West,739.1757594837459
2025-02-02,Phone,372.9557977522508,5,South,1864.7789887612541
2025-02-03,Laptop,351.2911475815539,5,North,1756.4557379077696
2025-02-04,Tablet,176.9914829594428,7,West,1238.9403807160998
2025-02-05,Laptop,404.15573784657465,4,West,1616.6229513862986
2025-02-06,Headphones,301.53653098887526,3,North,904.6095929666258
2025-02-07,Headphones,746.3022740204553,1,West,746.3022740204553
2025-02-08,Laptop,651.4725634013951,8,South,5211.7805072111605
2025-02-09,Laptop,396.7774482233414,3,East,1190.3323446700242
2025-02-10,Laptop,837.8653708016463,2,South,1675.7307416032927
2025-02-11,Laptop,647.2648230487391,4,North,2589.0592921949565
2025-02-12,Headphones,451.27529247370666,3,North,1353.82587742112
2025-02-13,Phone,125.08914276896405,1,West,125.08914276896405
2025-02-14,Laptop,843.6413858886112,3,South,2530.9241576658337
2025-02-15,Laptop,291.56412998546057,2,South,583.1282599709211
2025-02-16,Headphones,253.19018795646622,8,North,2025.5215036517297
2025-02-17,Headphones,653.385564801446,6,South,3920.313388808676
2025-02-18,Tablet,865.9628609508909,9,North,7793.665748558018
2025-02-19,Laptop,707.6409227765778,8,South,5661.127382212622
2025-02-20,Tablet,584.5863680078539,3,South,1753.7591040235618
2025-02-21,Headphones,589.2131512497929,5,South,2946.065756248964
2025-02-22,Headphones,628.0123338170462,7,North,4396.086336719323
2025-02-23,Phone,613.8392884680147,5,West,3069.1964423400736
2025-02-24,Laptop,542.1787135954064,8,South,4337.429708763251
2025-02-25,Tablet,515.6301655927814,5,North,2578.150827963907
2025-02-26,Headphones,490.6110308150716,1,North,490.6110308150716
2025-02-27,Headphones,386.9053116699986,5,South,1934.526558349993
2025-02-28,Tablet,457.89873846998387,4,South,1831.5949538799355
2025-03-01,Phone,246.0564778706922,6,West,1476.338867224153
2025-03-02,Headphones,485.2490559807875,3,North,1455.7471679423625
2025-03-03,Laptop,351.7113339273624,5,North,1758.5566696368119
2025-03-04,Headphones,334.46160241763437,2,East,668.9232048352687
2025-03-05,Laptop,526.9841226730217,6,North,3161.90473603813
2025-03-06,Tablet,708.8003429516899,6,West,4252.80205771014
2025-03-07,Laptop,637.747490900347,5,East,3188.7374545017346
2025-03-08,Tablet,264.42490945652344,6,East,1586.5494567391406
2025-03-09,Laptop,351.55577951444934,7,East,2460.890456601145
2025-03-10,Tablet,641.1156781982324,5,South,3205.5783909911625
2025-03-11,Laptop,352.62689096925357,1,South,352.62689096925357
2025-03-12,Phone,466.30502750044633,8,North,3730.4402200035706
2025-03-13,Laptop,582.5078148536828,4,East,2330.0312594147313
2025-03-14,Laptop,354.7483317704547,9,West,3192.734985934092
2025-03-15,Phone,515.806325921894,6,South,3094.837955531364
2025-03-16,Headphones,299.8961757622693,1,West,299.8961757622693
2025-03-17,Headphones,409.79485340731793,3,West,1229.3845602219537
2025-03-18,Laptop,547.9672901213805,3,South,1643.9018703641416
2025-03-19,Phone,261.0509399702496,4,South,1044.2037598809984
2025-03-20,Laptop,566.0712106940598,6,South,3396.427264164359
2025-03-21,Tablet,497.05433016099784,7,South,3479.380311126985
2025-03-22,Tablet,582.8734931625721,4,East,2331.4939726502885
2025-03-23,Laptop,533.5871201096992,6,East,3201.522720658195
2025-03-24,Headphones,704.6210644960767,1,East,704.6210644960767
2025-03-25,Headphones,518.7836753971861,8,East,4150.269403177489
2025-03-26,Laptop,435.5891688312121,7,North,3049.1241818184844
2025-03-27,Laptop,518.3446254548426,9,East,4665.101629093583
2025-03-28,Tablet,581.4947043554582,3,South,1744.4841130663747
2025-03-29,Headphones,507.32901054885565,2,West,1014.6580210977113
2025-03-30,Laptop,506.0887536805824,1,East,506.0887536805824
2025-03-31,Tablet,394.7012468289867,3,North,1184.10374048696
2025-04-01,Headphones,400.56486236735776,5,South,2002.8243118367889
2025-04-02,Phone,289.60920923004596,2,West,579.2184184600919
2025-04-03,Tablet,762.436511478041,3,West,2287.3095344341227
2025-04-04,Headphones,313.42051469130723,4,East,1253.682058765229
2025-04-05,Headphones,396.0642203306139,7,West,2772.4495423142976
2025-04-06,Tablet,392.2389101646204,3,East,1176.7167304938612
2025-04-07,Phone,634.2386565416662,9,East,5708.147908874996
2025-04-08,Tablet,455.75754825619583,8,South,3646.0603860495667
2025-04-09,Headphones,687.16131090106,4,South,2748.64524360424
2025-04-10,Laptop,398.97640636341976,1,North,398.97640636341976
2025-04-11,Laptop,541.8491243335703,1,South,541.8491243335703
2025-04-12,Tablet,374.6979420110364,1,South,374.6979420110364
2025-04-13,Headphones,821.7723691660083,1,East,821.7723691660083
2025-04-14,Laptop,321.8602371455731,8,South,2574.8818971645846
2025-04-15,Headphones,546.4731065340541,3,East,1639.4193196021622
2025-04-16,Tablet,595.0665321398147,6,East,3570.3991928388887
2025-04-17,Laptop,562.0698646177248,3,South,1686.2095938531743
2025-04-18,Headphones,472.20685116834375,5,North,2361.0342558417187
2025-04-19,Laptop,480.5268950399861,7,North,3363.6882652799027
2025-04-20,Tablet,506.57172079686643,2,West,1013.1434415937329
2025-04-21,Headphones,477.9496997557267,6,West,2867.6981985343605
2025-04-22,Laptop,644.5818675192364,6,South,3867.491205115419
2025-04-23,Tablet,831.5784502387028,3,North,2494.7353507161083
2025-04-24,Laptop,416.376232248825,6,East,2498.2573934929496
2025-04-25,Laptop,294.52955306313834,5,West,1472.6477653156917
2025-04-26,Phone,486.75769274731175,2,East,973.5153854946235
2025-04-27,Phone,886.9564006481478,9,West,7982.60760583333
2025-04-28,Tablet,379.44881480454035,8,South,3035.590518436323
2025-04-29,Phone,745.8675208166101,3,North,2237.60256244983
2025-04-30,Tablet,751.6551221114661,8,West,6013.240976891729
2025-05-01,Phone,416.9617637438008,9,North,3752.6558736942075
2025-05-02,Laptop,585.3474618777913,3,East,1756.0423856333737
2025-05-03,Tablet,744.2594934692806,3,South,2232.778480407842
2025-05-04,Tablet,443.13083885187694,2,North,886.2616777037539
2025-05-05,Laptop,469.4629459846457,8,South,3755.703567877166
2025-05-06,Tablet,412.74786290770345,1,North,412.74786290770345
2025-05-07,Tablet,347.78649039607,8,East,2782.29192316856
2025-05-08,Phone,402.6083682400989,7,East,2818.2585776806923
2025-05-09,Tablet,316.4089599856615,7,South,2214.8627198996305
2025-05-10,Headphones,505.1125202388839,3,East,1515.3375607166518
2025-05-11,Laptop,384.50401534120374,1,West,384.50401534120374
2025-05-12,Phone,535.0678867686122,4,North,2140.271547074449
2025-05-13,Phone,266.6156530694559,9,East,2399.5408776251033
2025-05-14,Headphones,549.6320348321685,5,West,2748.160174160843
2025-05-15,Laptop,625.0293442413387,1,South,625.0293442413387
2025-05-16,Laptop,200.93965361428167,5,West,1004.6982680714084
2025-05-17,Phone,556.1084854771358,8,South,4448.867883817086
2025-05-18,Tablet,684.1503488709939,8,South,5473.202790967951
